frn,provider_id,holding_company
0003741857,130769,"Schwartz Ventures, Inc."
0003741956,130449,Ellington Telephone Company
0003741964,131127,Rockwell Cooperative Telephone Association
0003742038,130450,Ellsworth Cooperative Telephone Association
0003742046,130142,Rural Communications Holding Corporation
0003742103,130502,"Five Area Telephone Cooperative, Inc."
0003742343,130502,"Five Area Telephone Cooperative, Inc."
0003742384,131097,Red River Rural Telephone Association
0003742467,130338,Consolidated Telephone Company
0003742475,130590,Harmony Telephone Company
0003742806,130142,Rural Communications Holding Corporation
0003742954,131180,"Shawnee Communications, Inc."
0003743358,130605,Hershey Cooperative Telephone Company
0003744125,130239,"Chequamegon Communications Cooperative, Inc."
0003744133,130239,"Chequamegon Communications Cooperative, Inc."
0003744141,150317,Wood County Telephone Company
0003744224,130583,Halstad Telephone Company
0003744273,130074,"Arvig Enterprises, Inc."
0003744398,130714,"Lakeland Communications, Inc."
0003744463,131366,"BHT Holdings, Inc."
0003744513,130142,Rural Communications Holding Corporation
0003744547,130142,Rural Communications Holding Corporation
0003744562,130074,"Arvig Enterprises, Inc."
0003744570,130074,"Arvig Enterprises, Inc."
0003744596,130142,Rural Communications Holding Corporation
0003745130,131240,Spring Grove Communications
0003745700,131344,Ridgeville Telephone Company
0003745734,300191,Gridiron Fiber Corporation
0003745767,190275,Oak Run Associates Ltd.
0003745791,300192,"USConnect Holdings, Inc."
0003745825,130096,Barnes City Cooperative Telephone Company
0003745908,130115,Benton Cooperative Telephone Company
0003745916,160138,POPP Communications
0003745957,130390,Danville Mutual Telephone Company
0003746013,130906,"Nuvera Communications, Inc."
0003746088,131448,"Wamego Telephone Company, Inc."
0003746898,130039,"Allen's TV Cable Service, Inc."
0003746989,131197,Sjoberg's Inc.
0003747672,130503,"Flat Rock Telephone Co-Op, Inc."
0003747722,130494,Farmers Mutual Telephone Company (MN)
0003748043,130986,Oregon Telephone Corporation
0003748068,130478,Farmers Mutual Cooperative Telephone Company-Moulton
0003748084,130559,Grand Mound Cooperative Telephone Association
0003748167,130626,Hubbard Cooperative Telephone Association
0003748191,130709,La Motte Telephone Company
0003748258,130878,"Mutual Telephone Company of Morning Sun, Iowa"
0003748266,131089,Randolph Telephone Membership Corporation
0003748282,130766,Lynnville Telephone Company
0003748340,130803,Mechanicsville Telephone Company
0003748449,130974,"Olin Telephone Company, Inc."
0003748506,131003,Palmer Mutual Telephone Company
0003748514,131006,Palo Cooperative Telephone Association
0003748522,190233,"Hilliary Communications, LLC"
0003748589,131071,Preston Telephone Company
0003749082,240102,Jefferson County Cable
0003749108,130484,Farmers Mutual Telephone Company-Nora Springs
0003749116,240102,Jefferson County Cable
0003749215,130421,Dunkerton Telephone Cooperative
0003749264,130267,"Citizens Telephone Cooperative, Inc. (WI)"
0003749389,131339,The Middleburgh Telephone Company
0003749413,131339,The Middleburgh Telephone Company
0003749512,131172,Searsboro Telephone Company
0003749538,131612,Sharon Telephone Company (IA)
0003749561,131243,"Springville Cooperative Telephone Association, Inc."
0003749587,131354,Titonka Telephone Company
0003749678,130079,"Radiate Holdings, LP"
0003749819,310000,Brick Skirt Holdings
0003749843,310000,Brick Skirt Holdings
0003749983,130651,Western Elite Incorporated Services
0003750171,130799,McDonough Telephone Cooperative Inc.
0003752466,160118,Eastern Cable Corporation
0003752508,160129,Manning Municipal Communications and Television Systems Utility
0003752730,130668,"Irvine Community Television, Inc."
0003753639,130427,"E. Ritter Communications Holdings, Inc."
0003754652,130126,Bijou Telephone Cooperative Association Inc.
0003754686,130685,"Kaplan Telephone Company, Inc."
0003754785,330002,Service Electric Television Inc.
0003755808,131102,Reservation Telephone Cooperative
0003755832,131102,Reservation Telephone Cooperative
0003756764,130485,Farmers Mutual Telephone Cooperative of Shellsburg
0003756798,130485,Farmers Mutual Telephone Cooperative of Shellsburg
0003757275,131413,"Windstream Holdings, Inc."
0003757341,130137,"Block Communications, Inc."
0003757432,131362,"Townes Telecommunications, Inc."
0003757473,190298,"Preferred Long Distance, Inc."
0003757556,310033,Demopolis CATV Co.
0003757564,190233,"Hilliary Communications, LLC"
0003757580,190233,"Hilliary Communications, LLC"
0003757788,131276,Superior Telephone Cooperative
0003757838,131135,Royal Telephone Company
0003758109,131415,Van Horne Cooperative Telephone Company
0003758588,370049,"HNG Holdings, LLC"
0003758877,131163,Santel Communications Cooperative
0003759040,410120,Belhaven Cable TV Inc.
0003759099,410126,Ocracoke Cable TV LLC
0003759859,131139,Runestone Telephone Association
0003759917,130387,Dakota Central Telecommunications Cooperative
0003760097,320033,Dialink Corporation
0003761467,190408,BCM One Holding
0003762010,131413,"Windstream Holdings, Inc."
0003762465,131118,RJB Telecommunications Corp.
0003762796,131106,Reynolds Telephone Company
0003763489,131486,Wilkes Telephone Membership Corporation
0003764487,130499,"First Communications, LLC"
0003764735,130036,"Alhambra-Grantfork Communications, Inc."
0003764966,131057,"Ponderosa Communications, Inc."
0003765500,340075,Telstra Inc.
0003765617,130071,"Armstrong Holdings, Inc."
0003765781,131249,"Standard Tobacco Company, Inc."
0003766201,130133,Blanca Telephone Company/Jade Communications LLC
0003766532,130077,AT&T Inc.
0003766623,130133,Blanca Telephone Company/Jade Communications LLC
0003766680,131448,"Wamego Telephone Company, Inc."
0003767639,131310,"Telephone & Data Systems, incl. UScellular"
0003768025,130154,Breda Telephone Corp.
0003768165,130317,Comcast Corporation
0003768215,131267,Stratford Mutual Telephone Company
0003770120,280058,"Tele-SyS, Inc."
0003770401,510051,"Trans-Video, Inc."
0003770815,131009,Park Region Mutual Telephone Company
0003770948,131009,Park Region Mutual Telephone Company
0003771169,131218,"South Central Telephone Association, Inc."
0003772274,131226,American Broadband Holding Company
0003772290,131226,American Broadband Holding Company
0003772787,130285,"Clarence Telephone Company, Inc."
0003772993,131505,"Woodhull Communications, Inc."
0003773025,131505,"Woodhull Communications, Inc."
0003773405,130057,"Amery Telcom, Inc."
0003773454,130119,Bergen Telephone Company
0003773504,130120,"Bernard Telephone Company, Inc."
0003773520,130170,"Bruce Telephone Company, Inc."
0003773579,130305,Cochrane Cooperative Telephone Company
0003773629,130345,Coon Valley Farmers Telephone Company
0003773702,130476,Farmers Independent Telephone Company
0003773751,130074,"Arvig Enterprises, Inc."
0003773777,130074,"Arvig Enterprises, Inc."
0003773827,130759,Lost Nation-Elwood Telephone Company
0003773975,130767,Mabel Cooperative Telephone Company
0003773991,130250,Christensen Communications Company
0003774023,130783,"Marquette-Adams Telephone Cooperative, Inc."
0003774056,130718,"Larson Utilities, Inc."
0003774072,130889,Nelson Telephone Cooperative
0003774098,230021,"Ind. Co. Cable TV, Inc."
0003774262,130944,Northern Telephone Company/Wilderness Valley Telephone Company
0003774296,131109,"Richland-Grant Telephone Cooperative, Inc."
0003774320,131179,Sharon Telephone Company (IL & WI)
0003774338,131241,"Spring Valley Telephone Company, Inc."
0003774403,131368,"Tri-County Communications Cooperative, Inc."
0003774429,131467,"West Wisconsin Telcom Cooperative, Inc."
0003774460,130944,Northern Telephone Company/Wilderness Valley Telephone Company
0003774478,130718,"Larson Utilities, Inc."
0003774494,130919,Wittenberg Telephone Company
0003775244,300191,Gridiron Fiber Corporation
0003775400,190181,Haefele TV Inc.
0003775749,131109,"Richland-Grant Telephone Cooperative, Inc."
0003776069,130574,Griswold Cooperative Telephone Company
0003776507,130546,Glenwood Telephone Membership Corp.
0003777448,130037,"All West Communications, Inc."
0003777885,130244,"Chibardun Telephone Cooperative, Inc."
0003777919,130244,"Chibardun Telephone Cooperative, Inc."
0003778594,130070,"Spectracomm, Inc."
0003778628,150266,"Hanson Communications, Inc."
0003779675,131330,Champlain Telephone Company
0003781200,131286,"Sweetser Rural Telephone Company, Inc."
0003781556,130489,Farmers Telephone Company-Essex
0003783123,131413,"Windstream Holdings, Inc."
0003783255,190365,"Tel-Star Cablevision, Inc."
0003783354,130379,"Custom Network Solutions, Inc."
0003784352,130169,Brooklyn Mutual Telecommunications Cooperative
0003784477,131422,"Venture Communications Cooperative, Inc."
0003785300,190406,Westgate Communications LLC
0003785318,130606,"Hiawatha Broadband Communications, Inc."
0003786936,130090,"Baca Valley Telephone Company, Inc."
0003788940,130454,Emily Cooperative Telephone Company
0003789765,130084,"Atwood Cable Systems, Inc."
0003790003,130724,Laurens Municipal Communications Utility
0003792686,130757,Long Lines
0003793726,190131,Easton Utilities Commission
0003794765,170050,Harlan Municipal Utilities
0003795697,130208,"Cass Communications Management, Inc."
0003795739,130742,"Ligonier Telephone Co., Inc."
0003795747,130977,"Oneida Telephone Exchange, Inc."
0003795754,130977,"Oneida Telephone Exchange, Inc."
0003800117,130029,Alaska Power & Telephone Company
0003800570,130458,"ENMR Telephone Cooperative, Inc."
0003801651,130077,AT&T Inc.
0003801891,310042,"Helmsco, Inc."
0003801909,130193,"Cambridge Telephone Company, Inc."
0003801925,140033,Filer Mutual Telephone Company
0003805041,470045,Knoxville Utilities Board
0003806668,131302,"Telapex, Inc."
0003911385,131413,"Windstream Holdings, Inc."
0003911567,130757,Long Lines
0003936994,131451,Washington County Rural Telephone Cooperative
0003944527,190155,"Fisher Wireless Services, Inc."
0004052577,190265,Nittany Media Inc.
0004052791,130542,"Gila River Telecommunications, Inc."
0004056248,170014,Atkins Telephone Company
0004056602,190047,"Bee Line, Inc."
0004057147,190013,Adams CATV Inc.
0004068474,130538,"Germantown Telephone Company, Inc."
0004069167,190323,Savage Communications Inc.
0004073680,131506,Woodstock Telephone Company
0004074779,260000,"Farmers Telecommunications Cooperative, Inc."
0004074845,380099,Paragould Light and Water Commission
0004112835,131341,The North-Eastern Pennsylvania Telephone Company
0004119376,410135,"City of Sandy, Oregon"
0004122651,190419,Benton Rural Electric Association
0004142683,130921,NITCO Holding Corporation
0004155883,470060,Presque Isle Electric & Gas Co-op
0004156139,130095,Baraga Telephone Company Inc.
0004207239,131413,"Windstream Holdings, Inc."
0004242723,130999,"NTT DoCoMo, Inc."
0004246898,130754,"Logan Telephone Cooperative, Inc."
0004251419,130578,"Guadalupe Valley Telephone Cooperative, Inc."
0004255303,130479,Farmers Mutual Telephone Company (ID)
0004260436,130929,"North Central Telephone Cooperative, Inc."
0004261061,130423,Duo County Telephone Cooperative Inc.
0004262853,130602,Hemingford Cooperative Telephone Company
0004266664,190428,"San Carlos Apache Telecommunications Utility, Inc."
0004266938,150340,"NTS, Inc."
0004268918,130224,"Central Arkansas Telephone Cooperative, Inc."
0004269528,131303,"TelAtlantic, Inc."
0004269718,131412,"Valliant Telephone Company, Inc."
0004269775,130986,Oregon Telephone Corporation
0004269809,130986,Oregon Telephone Corporation
0004269817,130986,Oregon Telephone Corporation
0004269833,450174,Wyyerd Group LLC
0004272886,470082,"USA Digital Communications, Inc."
0004273454,130850,Molalla Communications Company
0004273728,130034,"Alenco Communications, Inc."
0004273751,390139,"American Georgetown, Inc."
0004273850,130034,"Alenco Communications, Inc."
0004274007,440186,Direct Management Company
0004274114,130077,AT&T Inc.
0004274890,131199,Skyline Telephone Membership Corporation
0004275137,131117,"Riviera Telephone Company, Inc."
0004278339,130440,"Eastex Telephone Cooperative, Inc."
0004278453,131466,West Texas Rural Telephone Cooperative Inc.
0004279154,131379,"City of Muscatine, Iowa"
0004280665,131221,"South Plains Telephone Cooperative, Inc."
0004283917,130425,"Dobson Technologies, Inc."
0004285466,130925,Nortex Communications
0004285474,130925,Nortex Communications
0004285623,130153,"Brazos Telephone Cooperative, Inc."
0004287538,130772,"Magazine Telephone Company, Inc."
0004296356,290057,"Interstate Wireless, Inc."
0004301339,130872,MTCO Corporation
0004301370,130872,MTCO Corporation
0004301388,130872,MTCO Corporation
0004306825,131052,"Planters Rural Telephone Cooperative, Inc."
0004309522,190233,"Hilliary Communications, LLC"
0004309548,130427,"E. Ritter Communications Holdings, Inc."
0004310298,130856,Griggs County Telephone Company
0004310694,131030,"Peoples Telecommunications, LLC"
0004311304,130678,Johnson Telephone Company
0004311320,130733,Lemonweir Valley Telephone Company
0004311528,130071,"Armstrong Holdings, Inc."
0004311627,130017,Agate Mutual Telephone Cooperative Association
0004311809,130963,Nunn Telephone Company
0004312187,130962,Nucla-Naturita Telephone Company
0004313243,130074,"Arvig Enterprises, Inc."
0004313342,131246,"SRT Communications, Inc."
0004313953,131013,Pattersonville Telephone Company (NY)
0004314100,130679,"K & M Telephone Company, Inc."
0004314316,131034,Phillips County Telephone Company
0004314498,131339,The Middleburgh Telephone Company
0004314605,130455,Empire Telephone Corporation/North Penn Telephone Company
0004315362,131378,Otelco Inc.
0004315461,130986,Oregon Telephone Corporation
0004317368,130210,Castleberry Communications
0004317731,130439,"Eastern Slope Rural Telephone Association, Inc."
0004318556,130074,"Arvig Enterprises, Inc."
0004318846,130610,Highland Telephone Cooperative (VA)
0004318929,130862,Mount Horeb Telephone Company
0004319026,130142,Rural Communications Holding Corporation
0004319117,130368,"Crossville Consolidated Communications, Inc."
0004319372,131482,"Wikstrom Telephone Company, Inc."
0004319406,130137,"Block Communications, Inc."
0004319414,131413,"Windstream Holdings, Inc."
0004319430,131413,"Windstream Holdings, Inc."
0004319703,130098,Bascom Mutual Telephone Company
0004319737,130098,Bascom Mutual Telephone Company
0004320065,130490,"Farmers Telephone Cooperative, Inc. (SC)"
0004320107,130490,"Farmers Telephone Cooperative, Inc. (SC)"
0004320164,130527,Gardonville Cooperative Telephone Association
0004320297,130090,"Baca Valley Telephone Company, Inc."
0004320362,131131,"Roosevelt County Rural Telephone Cooperative, Inc."
0004320412,131320,Terral Telephone Company
